zmiana,data,ognisko_typ,liczba
3,2020-08-30,"szpitalem w pucku 4 osoby zakażone, w tym 3 pracowników medycznych,",4
3,2020-08-30,sędziami piłkarskimi,2
3,2020-08-30,weselem w powiecie tczewskim,18
3,2020-08-30,schroniskiem dla bezdomnych w gdańsku,12
3,2020-08-30,ognisko rodzinne związane ze szpitalem w powiecie kościerskim,6
3,2020-08-30,szpitalem w gdańsku,3
3,2020-08-30,zakładem pracy w gdańsku,5
3,2020-08-30,zakładem pracy w powiecie kwidzyńskim,2
3,2020-08-30,weselem w gdańsku,11
3,2020-08-30,pogrzebem i stypą w powiecie sztumskim,6
3,2020-08-30,zakładem pracy w powiecie tczewskim,9
3,2020-08-30,weselem w powiecie tczewskim i zakładem pracy w gdańsku,16
3,2020-08-30,zakładem pracy w gdyni,4
3,2020-08-30,podmiotami leczniczymi w powiecie starogardzkim,2
3,2020-08-30,szpitalem w powiecie malborskim,2
3,2020-08-30,zakładem pracy w gdańsku,3
3,2020-08-30,punktem gastronomicznym w powiecie kościerskim,3
3,2020-08-30,weselem w powiecie gdańskim,2
3,2020-08-29,"ognisko rodzinne w województwie zachodniopomorskim/pomorskim, związane z zakładem pracy",42
3,2020-08-29,klubem sportowym,25
3,2020-08-29,wopr,16
3,2020-08-29,młodzieżowymi spotkaniami towarzyskimi,12
3,2020-08-29,ośrodkiem sportowym,5
3,2020-08-29,apteką,10
3,2020-08-29,2 weselami w powiecie kartuskim i 1 w powiecie wejherowskim oraz zakładem pracy w powiecie kartuskim,83
3,2020-08-29,weselem,5
3,2020-08-29,ognisko rodzinne związane z orw jarosławiec i oddziałem rehabilitacyjnym szpitala w tczewie,12
3,2020-08-29,ognisko rodzinne związane ze szpitalem w wejherowie i z przedszkolem w powiecie puckim,62
3,2020-08-29,firmą transportową,16
3,2020-08-29,weselem,24
3,2020-08-29,ognisko w zakładzie pracy w gdyni,7
3,2020-08-29,"regionalnym ośrodkiem psychiatrii sądowej, ogółem 22 przypadków zakażenia, powiat starogardzki,",22
3,2020-08-29,statkiem i zakładem pracy w gdańsku,22
3,2020-08-29,zakładem pracy w powiecie tczewskim,7
3,2020-08-29,weselem w powiecie starogardzkim,39
3,2020-08-29,ognisko w zakładzie pracy w gdyni,4
3,2020-08-29,ognisko w sanatorium w powiecie słupskim,3
3,2020-08-29,weselem w powiecie malborskim i zakładem pracy w gdańsku,5
3,2020-08-29,zakładem pracy w powiecie kartuskim,2
3,2020-08-29,zakładem pracy w powiecie starogardzkim,15
3,2020-08-29,ognisko studentów w powiecie miasto gdańsk,5
3,2020-08-29,spotkaniem towarzyskim w powiecie miasto gdańsk,5
3,2020-08-29,ognisko w sanatorium w powiecie miasto sopot,4
3,2020-08-29,szpitalem w gdyni,4
3,2020-08-29,ognisko rodzinne związane z zakładem w gdańsku,2
3,2020-08-29,klubami sportowymi w gdyni i powiecie starogardzkim,10
3,2020-08-29,ognisko wiązane z portową strażą pożarną powiat pucki,2
3,2020-08-29,przedszkolem w gdańsk,4
3,2020-08-29,laboratorium mikrobiologicznym w gdańsku,5
3,2020-08-29,szpitalem w gdańsku i weselem,8
3,2020-08-29,przychodnią w powiecie wejherowskim,9
3,2020-08-29,pogrzebem i stypą,29
3,2020-08-29,"szpitalem w pucku 4 osoby zakażone, w tym 3 pracowników medycznych,",4
3,2020-08-29,sędziami piłkarskimi,2
3,2020-08-29,weselem w powiecie tczewskim,11
3,2020-08-29,schroniskiem dla bezdomnych w gdańsku,11
3,2020-08-29,ognisko rodzinne związane ze szpitalem w powiecie kościerskim,6
3,2020-08-29,szpitalem w gdańsku,3
3,2020-08-29,zakładem pracy w gdańsku,5
3,2020-08-29,zakładem pracy w powiecie kwidzyńskim,2
3,2020-08-29,weselem w gdańsku,11
3,2020-08-29,pogrzebem i stypą w powiecie sztumskim,6
3,2020-08-29,zakładem pracy w powiecie tczewskim,7
3,2020-08-29,weselem w powiecie tczewskim i zakładem pracy w gdańsku,13
3,2020-08-29,zakładem pracy w gdyni,4
3,2020-08-29,podmiotami leczniczymi w powiecie starogardzkim,2
3,2020-08-29,szpitalem w powiecie malborskim,2
3,2020-08-29,budową w powiecie gdański,2
3,2020-08-28,"ognisko rodzinne w województwie zachodniopomorskim/pomorskim, związane z zakładem pracy",42
3,2020-08-28,klubem sportowym,25
3,2020-08-28,wopr,16
3,2020-08-28,młodzieżowymi spotkaniami towarzyskimi,12
3,2020-08-28,ośrodkiem sportowym,5
3,2020-08-28,apteką,10
3,2020-08-28,2 weselami w powiecie kartuskim i 1 w powiecie wejherowskim oraz zakładem pracy w powiecie kartuskim ,83
3,2020-08-28,weselem,5
3,2020-08-28,ognisko rodzinne związane z orw jarosławiec i oddziałem rehabilitacyjnym szpitala  w tczewie,12
3,2020-08-28,ognisko rodzinne związane ze szpitalem w wejherowie i z przedszkolem w powiecie puckim ,62
3,2020-08-28,firmą transportową,16
3,2020-08-28,ognisko  związane z weselem,24
3,2020-08-28,ognisko w zakładzie pracy w gdyni,7
3,2020-08-28,"regionalnym ośrodkiem psychiatrii sądowej, ogółem 22 przypadków zakażenia, powiat starogardzki,",22
3,2020-08-28,statkiem i zakładem pracy w gdańsku,22
3,2020-08-28,zakładem pracy w powiecie tczewskim,7
3,2020-08-28,weselem w powiecie starogardzkim,39
3,2020-08-28,ognisko w zakładzie pracy w gdyni,4
3,2020-08-28,ognisko w sanatorium w powiecie słupskim,3
3,2020-08-28,weselem w powiecie malborskim i zakładem pracy w gdańsku,5
3,2020-08-28,zakładem pracy w powiecie kartuskim,2
3,2020-08-28,zakładem pracy w powiecie starogardzkim,15
3,2020-08-28,ognisko studentów w powiecie miasto gdańsk,5
3,2020-08-28,spotkaniem towarzyskim w powiecie miasto gdańsk,5
3,2020-08-28,ognisko w sanatorium w powiecie miasto sopot,4
3,2020-08-28,szpitalem w gdyni,4
3,2020-08-28,ognisko rodzinne związane z zakładem w gdańsku,2
3,2020-08-28,klubami sportowymi w gdyni i powiecie starogardzkim,10
3,2020-08-28,ognisko wiązane z portową strażą pożarną powiat pucki,2
3,2020-08-28,przedszkolem w gdańsk,4
3,2020-08-28,laboratorium mikrobiologicznym w gdańsku ,5
3,2020-08-28,szpitalem w gdańsku i weselem,8
3,2020-08-28,przychodnią w powiecie wejherowskim,9
3,2020-08-28,pogrzebem i stypą,24
3,2020-08-28,"szpitalem w pucku 4 osoby zakażone, w tym 3 pracowników medycznych,",4
3,2020-08-28,sędziami piłkarskimi,2
3,2020-08-28,weselem w powiecie tczewskim,7
3,2020-08-28,schroniskiem dla bezdomnych w gdańsku,11
3,2020-08-28,ognisko rodzinne związane ze szpitalem w powiecie kościerskim,6
3,2020-08-28,szpitalem w gdańsku,3
3,2020-08-28,zakładem pracy w gdańsku,5
3,2020-08-28,zakładem pracy w powiecie kwidzyńskim,2
3,2020-08-28,weselem w gdańsku,11
3,2020-08-28,pogrzebem i stypą w powiecie sztumskim,6
3,2020-08-28,zakładem pracy  w powiecie tczewskim,5
3,2020-08-28,weselem w powiecie tczewskim i zakładem pracy w gdańsku,13
3,2020-08-28,zakładem pracy w gdyni,4
3,2020-08-28,podmiotami leczniczymi w powiecie starogardzkim,2
3,2020-08-28,szpitalem w powiecie malborskim,2
3,2020-08-27,"ognisko rodzinne w województwie zachodniopomorskim/pomorskim, związane z zakładem pracy",41
3,2020-08-27,klubem sportowym,25
3,2020-08-27,wopr,16
3,2020-08-27,młodzieżowymi spotkaniami towarzyskimi,12
3,2020-08-27,ośrodkiem sportowym,5
3,2020-08-27,apteką,10
3,2020-08-27,2 weselami w powiecie kartuskim i 1 w powiecie wejherowskim oraz zakładem pracy w powiecie kartuskim ,82
3,2020-08-27,weselem,5
3,2020-08-27,ognisko rodzinne związane z orw jarosławiec i oddziałem rehabilitacyjnym szpitala  w tczewie,12
3,2020-08-27,ognisko rodzinne związane ze szpitalem w wejherowie i z przedszkolem w powiecie puckim ,61
3,2020-08-27,firmą transportową,16
3,2020-08-27,ognisko  związane z weselem,24
3,2020-08-27,ognisko w zakładzie pracy w gdyni,7
3,2020-08-27,"regionalnym ośrodkiem psychiatrii sądowej, ogółem 22 przypadków zakażenia, powiat starogardzki,",22
3,2020-08-27,statkiem i zakładem pracy w gdańsku,22
3,2020-08-27,zakładem pracy w powiecie tczewskim,7
3,2020-08-27,weselem w powiecie starogardzkim,39
3,2020-08-27,ognisko w zakładzie pracy w gdyni,4
3,2020-08-27,ognisko w sanatorium w powiecie słupskim,3
3,2020-08-27,weselem w powiecie malborskim i zakładem pracy w gdańsku,5
3,2020-08-27,zakładem pracy w powiecie kartuskim,2
3,2020-08-27,ognisko studentów w powiecie miasto gdańsk,5
3,2020-08-27,spotkaniem towarzyskim w powiecie miasto gdańsk,5
3,2020-08-27,ognisko w sanatorium w powiecie miasto sopot,4
3,2020-08-27,szpitalem w gdyni,4
3,2020-08-27,ognisko rodzinne związane z zakładem w gdańsku,2
3,2020-08-27,klubami sportowymi w gdyni i powiecie starogardzkim,10
3,2020-08-27,ognisko wiązane z portową strażą pożarną powiat pucki,2
3,2020-08-27,przedszkolem w gdańsk,4
3,2020-08-27,laboratorium mikrobiologicznym w gdańsku ,5
3,2020-08-27,szpitalem w gdańsku i weselem,8
3,2020-08-27,przychodnią w powiecie wejherowskim,8
3,2020-08-27,pogrzebem i stypą,24
3,2020-08-27,"szpitalem w pucku 4 osoby zakażone, w tym 3 pracowników medycznych,",4
3,2020-08-27,sędziami piłkarskimi,2
3,2020-08-27,weselem w powiecie tczewskim,7
3,2020-08-27,schroniskiem dla bezdomnych w gdańsku,9
3,2020-08-27,ognisko rodzinne związane ze szpitalem w powiecie kościerskim,5
3,2020-08-27,szpitalem w gdańsku,3
3,2020-08-27,zakładem pracy w gdańsku,5
3,2020-08-27,zakładem pracy w powiecie kwidzyńskim,2
3,2020-08-27,weselem w gdańsku,11
3,2020-08-27,pogrzebem i stypą w powiecie sztumskim,6
3,2020-08-27,zakładem pracy  w powiecie tczewskim,5
3,2020-08-27,weselem w powiecie tczewskim,12
3,2020-08-27,zakładem pracy w gdyni,4
3,2020-08-27,podmiotami leczniczymi w powiecie starogardzkim,2
3,2020-08-26,"ognisko rodzinne w województwie zachodniopomorskim/pomorskim, związane z zakładem pracy",41
3,2020-08-26,udziałem w rejsie big boat party,36
3,2020-08-26,klubem sportowym,25
3,2020-08-26,wopr,16
3,2020-08-26,młodzieżowymi spotkaniami towarzyskimi,12
3,2020-08-26,ośrodkiem sportowym,5
3,2020-08-26,apteką,10
3,2020-08-26,2 weselami w powiecie kartuskim i 1 w powiecie wejherowskim oraz zakładem pracy w powiecie kartuskim ,82
3,2020-08-26,weselem,5
3,2020-08-26,ognisko rodzinne związane z orw jarosławiec i oddziałem rehabilitacyjnym szpitala  w tczewie,11
3,2020-08-26,ognisko rodzinne związane ze szpitalem w wejherowie i z przedszkolem w powiecie puckim ,60
3,2020-08-26,firmą transportową,16
3,2020-08-26,ognisko  związane z weselem,24
3,2020-08-26,ognisko w zakładzie pracy w gdyni,5
3,2020-08-26,"regionalnym ośrodkiem psychiatrii sądowej, ogółem 22 przypadków zakażenia, powiat starogardzki,",22
3,2020-08-26,statkiem i zakładem pracy w gdańsku,22
3,2020-08-26,zakładem pracy w powiecie tczewskim,7
3,2020-08-26,weselem w powiecie starogardzkim,37
3,2020-08-26,ognisko w zakładzie pracy w gdyni,4
3,2020-08-26,ognisko w sanatorium w powiecie słupskim,3
3,2020-08-26,weselem w powiecie malborskim i zakładem pracy w gdańsku,4
3,2020-08-26,zakładem pracy w powiecie kartuskim,2
3,2020-08-26,zakładem pracy w powiecie starogardzkim,15
3,2020-08-26,ognisko studentów w powiecie miasto gdańsk,5
3,2020-08-26,spotkaniem towarzyskim w powiecie miasto gdańsk,5
3,2020-08-26,ognisko w sanatorium w powiecie miasto sopot,4
3,2020-08-26,szpitalem w gdyni,4
3,2020-08-26,ognisko rodzinne związane z zakładem w gdańsku,2
3,2020-08-26,klubami sportowymi w gdyni i powiecie starogardzkim,10
3,2020-08-26,ognisko wiązane z portową strażą pożarną powiat pucki,2
3,2020-08-26,przedszkolem w gdańsk,4
3,2020-08-26,laboratorium mikrobiologicznym w gdańsku ,5
3,2020-08-26,szpitalem w gdańsku i weselem,7
3,2020-08-26,przychodnią w powiecie wejherowskim,8
3,2020-08-26,pogrzebem i stypą,22
3,2020-08-26,"szpitalem w pucku 3 osoby zakażone, w tym 2 pracowników medycznych,",3
3,2020-08-26,sędziami piłkarskimi,2
3,2020-08-26,weselem w powiecie tczewskim,2
3,2020-08-26,schroniskiem dla bezdomnych w gdańsku,9
3,2020-08-26,ognisko rodzinne związane ze szpitalem w powiecie kościerskim,5
3,2020-08-26,szpitalem w gdańsku,3
3,2020-08-26,zakładem pracy w gdańsku,5
3,2020-08-26,zakładem pracy w powiecie kwidzyńskim,2
3,2020-08-26,weselem w gdańsku,11
3,2020-08-26,pogrzebem i stypą w powiecie sztumskim,6
3,2020-08-26,zakładem pracy  w powiecie tczewskim,4
3,2020-08-26,weselem w powiecie tczewskim,8
3,2020-08-26,zakładem pracy w gdyni,4
3,2020-08-26,podmiotami leczniczymi w powiecie starogardzkim,2
3,2020-08-25,"ognisko rodzinne w województwie zachodniopomorskim/pomorskim, związane z zakładem pracy",41
3,2020-08-25,udziałem w rejsie big boat party,36
3,2020-08-25,klubem sportowym,25
3,2020-08-25,wopr,16
3,2020-08-25,młodzieżowymi spotkaniami towarzyskimi,12
3,2020-08-25,ośrodkiem sportowym,5
3,2020-08-25,apteką,10
3,2020-08-25,2 weselami w powiecie kartuskim i 1 w powiecie wejherowskim oraz zakładem pracy w powiecie kartuskim ,82
3,2020-08-25,weselem,5
3,2020-08-25,ognisko rodzinne związane z orw jarosławiec i oddziałem rehabilitacyjnym szpitala w tczewie,11
3,2020-08-25,ognisko rodzinne związane ze szpitalem w wejherowie i z przedszkolem w powiecie puckim ,60
3,2020-08-25,firmą transportową,16
3,2020-08-25,ognisko  związane z weselem,24
3,2020-08-25,ognisko w zakładzie pracy w gdyni,5
3,2020-08-25,"regionalnym ośrodkiem psychiatrii sądowej, ogółem 22 przypadków zakażenia, powiat starogardzki,",22
3,2020-08-25,statkiem i zakładem pracy w gdańsku,22
3,2020-08-25,zakładem pracy w powiecie tczewskim,7
3,2020-08-25,weselem w powiecie starogardzkim,36
3,2020-08-25,ognisko w zakładzie pracy w gdyni,4
3,2020-08-25,ognisko w sanatorium w powiecie słupskim,3
3,2020-08-25,weselem w powiecie malborskim i zakładem pracy w gdańsku,4
3,2020-08-25,zakładem pracy w powiecie kartuskim,2
3,2020-08-25,zakładem pracy w powiecie starogardzkim,15
3,2020-08-25,ognisko studentów w powiecie miasto gdańsk,5
3,2020-08-25,spotkaniem towarzyskim w powiecie miasto gdańsk,5
3,2020-08-25,ognisko w sanatorium w powiecie miasto sopot,4
3,2020-08-25,szpitalem w gdyni,4
3,2020-08-25,ognisko rodzinne związane z zakładem w gdańsku,2
3,2020-08-25,klubami sportowymi w gdyni i powiecie starogardzkim,10
3,2020-08-25,ognisko wiązane z portową strażą pożarną powiat pucki,2
3,2020-08-25,przedszkolem w gdańsk,4
3,2020-08-25,laboratorium mikrobiologicznym w gdańsku ,5
3,2020-08-25,szpitalem w gdańsku i weselem,7
3,2020-08-25,przychodnią w powiecie wejherowskim,8
3,2020-08-25,pogrzebem i stypą,22
3,2020-08-25,"szpitalem w pucku 3 osoby zakażone, w tym 2 pracowników medycznych,",3
3,2020-08-25,sędziami piłkarskimi,2
3,2020-08-25,weselem w powiecie tczewskim,2
3,2020-08-25,schroniskiem dla bezdomnych w gdańsku,4
3,2020-08-25,ognisko rodzinne związane ze szpitalem w powiecie kościerskim,5
3,2020-08-25,szpitalem w gdańsku,3
3,2020-08-25,zakładem pracy w gdańsku,4
3,2020-08-25,zakładem pracy w powiecie kwidzyńskim,2
3,2020-08-25,weselem w gdańsku,11
3,2020-08-25,pogrzebem i stypą w powiecie sztumskim,5
3,2020-08-25,zakładem pracy  w powiecie tczewskim,4
3,2020-08-25,weselem w powiecie tczewskim,NA
3,2020-08-25,zakładem pracy w gdyni,NA
3,2020-08-24,"ognisko rodzinne w województwie zachodniopomorskim/pomorskim, związane z zakładem pracy",41
3,2020-08-24,udziałem w rejsie big boat party,36
3,2020-08-24,klubem sportowym,25
3,2020-08-24,wopr,16
3,2020-08-24,młodzieżowymi spotkaniami towarzyskimi,12
3,2020-08-24,ośrodkiem sportowym,5
3,2020-08-24,apteką,10
3,2020-08-24,2 weselami w powiecie kartuskim i 1 w powiecie wejherowskim oraz zakładem pracy w powiecie kartuskim ,81
3,2020-08-24,weselem,5
3,2020-08-24,ognisko rodzinne związane z orw jarosławiec i oddziałem rehabilitacyjnym szpitala  w tczewie,11
3,2020-08-24,ognisko rodzinne związane ze szpitalem w wejherowie i z przedszkolem w powiecie puckim ,59
3,2020-08-24,firmą transportową,16
3,2020-08-24,ognisko  związane z weselem,24
3,2020-08-24,ognisko w zakładzie pracy w gdyni,5
3,2020-08-24,"regionalnym ośrodkiem psychiatrii sądowej, ogółem 22 przypadków zakażenia, powiat starogardzki,",22
3,2020-08-24,statkiem i zakładem pracy w gdańsku,22
3,2020-08-24,zakładem pracy w powiecie tczewskim,7
3,2020-08-24,weselem w powiecie starogardzkim,35
3,2020-08-24,ognisko w zakładzie pracy w gdyni,4
3,2020-08-24,ognisko w sanatorium w powiecie słupskim,3
3,2020-08-24,weselem w powiecie malborskim i zakładem pracy w gdańsku,4
3,2020-08-24,zakładem pracy w powiecie kartuskim,2
3,2020-08-24,zakładem pracy w powiecie starogardzkim,15
3,2020-08-24,ognisko studentów w powiecie miasto gdańsk,5
3,2020-08-24,spotkaniem towarzyskim w powiecie miasto gdańsk,5
3,2020-08-24,ognisko w sanatorium w powiecie miasto sopot,3
3,2020-08-24,szpitalem w gdyni,4
3,2020-08-24,ognisko rodzinne związane z zakładem w gdańsku,2
3,2020-08-24,klubami sportowymi w gdyni i powiecie starogardzkim,8
3,2020-08-24,ognisko wiązane z portową strażą pożarną powiat pucki,2
3,2020-08-24,przedszkolem w gdańsk,4
3,2020-08-24,laboratorium mikrobiologicznym w gdańsku ,5
3,2020-08-24,szpitalem w gdańsku i weselem,7
3,2020-08-24,przychodnią w powiecie wejherowskim,6
3,2020-08-24,pogrzebem i stypą,17
3,2020-08-24,"szpitalem w pucku 3 osoby zakażone, w tym 2 pracowników medycznych,",3
3,2020-08-24,sędziami piłkarskimi,2
3,2020-08-24,weselem w powiecie tczewskim,2
3,2020-08-24,schroniskiem dla bezdomnych w gdańsku,4
3,2020-08-24,ognisko rodzinne związane ze szpitalem w powiecie kościerskim,2
3,2020-08-24,szpitalem w gdańsku,3
3,2020-08-24,zakładem pracy w gdańsku,4
3,2020-08-24,zakładem pracy w powiecie kwidzyńskim,2
3,2020-08-24,weselem w gdańsku,10
3,2020-08-24,pogrzebem i stypą w powiecie sztumskim,5
3,2020-08-24,weselem w powiecie kartuski,2
3,2020-08-23,"ognisko rodzinne w województwie zachodniopomorskim/pomorskim, związane z zakładem pracy",41
3,2020-08-23,udziałem w rejsie big boat party,36
3,2020-08-23,klubem sportowym,25
3,2020-08-23,wopr,16
3,2020-08-23,młodzieżowymi spotkaniami towarzyskimi,12
3,2020-08-23,ośrodkiem sportowym,5
3,2020-08-23,apteką,10
3,2020-08-23,2 weselami w powiecie kartuskim i 1 w powiecie wejherowskim oraz zakładem pracy w powiecie kartuskim,75
3,2020-08-23,weselem,5
3,2020-08-23,ognisko rodzinne związane z orw jarosławiec i oddziałem rehabilitacyjnym szpitala w tczewie,11
3,2020-08-23,ognisko rodzinne związane ze szpitalem w wejherowie i z przedszkolem w powiecie puckim,59
3,2020-08-23,firmą transportową,16
3,2020-08-23,weselem,23
3,2020-08-23,ognisko w zakładzie pracy w gdyni,5
3,2020-08-23,"regionalnym ośrodkiem psychiatrii sądowej, ogółem 22 przypadków zakażenia, powiat starogardzki,",22
3,2020-08-23,statkiem i zakładem pracy w gdańsku,22
3,2020-08-23,zakładem pracy w powiecie tczewskim,7
3,2020-08-23,weselem w powiecie starogardzkim,34
3,2020-08-23,ognisko w zakładzie pracy w gdyni,4
3,2020-08-23,ognisko w sanatorium w powiecie słupskim,3
3,2020-08-23,weselem w powiecie malborskim i zakładem pracy w gdańsku,4
3,2020-08-23,zakładem pracy w powiecie kartuskim,2
3,2020-08-23,zakładem pracy w powiecie starogardzkim,15
3,2020-08-23,ognisko studentów w powiecie miasto gdańsk,5
3,2020-08-23,spotkaniem towarzyskim w powiecie miasto gdańsk,5
3,2020-08-23,ognisko w sanatorium w powiecie miasto sopot,3
3,2020-08-23,szpitalem w gdyni,4
3,2020-08-23,ognisko rodzinne związane z zakładem w gdańsku,2
3,2020-08-23,klubami sportowymi w gdyni i powiecie starogardzkim,5
3,2020-08-23,ognisko wiązane z portową strażą pożarną powiat pucki,2
3,2020-08-23,przedszkolem w gdańsk,4
3,2020-08-23,laboratorium mikrobiologicznym w gdańsku,5
3,2020-08-23,szpitalem w gdańsku i weselem,7
3,2020-08-23,przychodnią w powiecie wejherowskim,5
3,2020-08-23,pogrzebem i stypą,14
3,2020-08-23,"szpitalem w pucku 3 osoby zakażone, w tym 2 pracowników medycznych,",3
3,2020-08-23,sędziami piłkarskimi,2
3,2020-08-23,weselem w powiecie tczewskim,2
3,2020-08-23,schroniskiem dla bezdomnych w gdańsku,2
3,2020-08-23,ognisko rodzinne związane ze szpitalem w powiecie kościerskim,2
3,2020-08-23,szpitalem w gdańsku,3
3,2020-08-23,zakładem pracy w gdańsku,4
3,2020-08-23,zakładem pracy w powiecie kwidzyńskim,2
3,2020-08-23,weselem w gdańsku,10
3,2020-08-23,pogrzebem i stypą w powiecie sztumskim,5
3,2020-08-22,"ognisko rodzinne w województwie zachodniopomorskim/pomorskim, związane z zakładem pracy",41
3,2020-08-22,udziałem w rejsie big boat party,36
3,2020-08-22,klubem sportowym,25
3,2020-08-22,wopr,16
3,2020-08-22,młodzieżowymi spotkaniami towarzyskimi,12
3,2020-08-22,ośrodkiem sportowym,5
3,2020-08-22,apteką,9
3,2020-08-22,2 weselami w powiecie kartuskim i 1 w powiecie wejherowskim oraz zakładem pracy w powiecie kartuskim,74
3,2020-08-22,weselem,5
3,2020-08-22,ognisko rodzinne związane z orw jarosławiec i oddziałem rehabilitacyjnym szpitala w tczewie,10
3,2020-08-22,ognisko rodzinne związane ze szpitalem w wejherowie i z przedszkolem w powiecie puckim,58
3,2020-08-22,firmą transportową,16
3,2020-08-22,weselem,23
3,2020-08-22,ognisko w zakładzie pracy w gdyni,5
3,2020-08-22,"regionalnym ośrodkiem psychiatrii sądowej, ogółem 22 przypadków zakażenia, powiat starogardzki,",22
3,2020-08-22,statkiem i zakładem pracy w gdańsku,22
3,2020-08-22,zakładem pracy w powiecie tczewskim,7
3,2020-08-22,weselem w powiecie starogardzkim,34
3,2020-08-22,ognisko w zakładzie pracy w gdyni,4
3,2020-08-22,ognisko w sanatorium w powiecie słupskim,3
3,2020-08-22,weselem w powiecie malborskim i zakładem pracy w gdańsku,6
3,2020-08-22,zakładem pracy w powiecie kartuskim,2
3,2020-08-22,zakładem pracy w powiecie starogardzkim,14
3,2020-08-22,ognisko studentów w powiecie miasto gdańsk,5
3,2020-08-22,spotkaniem towarzyskim w powiecie miasto gdańsk,5
3,2020-08-22,ognisko w sanatorium w powiecie miasto sopot,2
3,2020-08-22,szpitalem w gdyni,4
3,2020-08-22,ognisko rodzinne związane z zakładem w gdańsku,2
3,2020-08-22,klubami sportowymi w gdyni i powiecie starogardzkim,5
3,2020-08-22,ognisko wiązane z portową strażą pożarną powiat pucki,2
3,2020-08-22,przedszkolem w gdańsk,3
3,2020-08-22,laboratorium mikrobiologicznym w gdańsku,5
3,2020-08-22,szpitalem w gdańsku i weselem,6
3,2020-08-22,przychodnią w powiecie wejherowskim,5
3,2020-08-22,"szpitalem w pucku 3 osoby zakażone, w tym 2 pracowników medycznych,",3
3,2020-08-22,sędziami piłkarskimi,2
3,2020-08-22,pogrzebem i stypą,6
3,2020-08-22,weselem w powiecie tczewskim,2
3,2020-08-22,schroniskiem dla bezdomnych w gdańsku,2
3,2020-08-22,ognisko rodzinne związane ze szpitalem w powiecie kościerskim,2
3,2020-08-22,szpitalem w gdańsku,3
3,2020-08-22,zakładem pracy w gdańsku,4
3,2020-08-21,"ognisko rodzinne w województwie zachodniopomorskim/pomorskim, związane z zakładem pracy",41
3,2020-08-21,udziałem w rejsie big boat party,36
3,2020-08-21,klubem sportowym,25
3,2020-08-21,wopr,16
3,2020-08-21,młodzieżowymi spotkaniami towarzyskimi,12
3,2020-08-21,ośrodkiem sportowym,5
3,2020-08-21,apteką,9
3,2020-08-21,ognisko rodzinne związane ze szpitalem w wejherowie i z przedszkolem w powiecie puckim ,57
3,2020-08-21,ognisko rodzinne związane z orw jarosławiec i oddziałem rehabilitacyjnym szpitala w tczewie,9
3,2020-08-21,"regionalnym ośrodkiem psychiatrii sądowej, ogółem 22 przypadków zakażenia, powiat starogardzki,",22
3,2020-08-21,2 weselami w powiecie kartuskim i 1 w powiecie wejherowskim oraz zakładem pracy w powiecie kartuskim ,72
3,2020-08-21,weselem,5
3,2020-08-21,ognisko  związane z weselem,23
3,2020-08-21,firmą transportową,16
3,2020-08-21,statkiem i zakładem pracy w gdańsku,19
3,2020-08-21,ognisko w sanatorium w powiecie słupskim,3
3,2020-08-21,ognisko w zakładzie pracy w gdyni,4
3,2020-08-21,zakładem pracy w powiecie tczewskim,7
3,2020-08-21,weselem w powiecie starogardzkim,28
3,2020-08-21,ognisko w zakładzie pracy w gdyni,5
3,2020-08-21,ognisko studentów w powiecie miasto gdańsk,5
3,2020-08-21,spotkaniem towarzyskim w powiecie miasto gdańsk,5
3,2020-08-21,ognisko w sanatorium w powiecie miasto sopot,2
3,2020-08-21,zakładem pracy w powiecie starogardzkim,14
3,2020-08-21,szpitalem w gdyni,3
3,2020-08-21,weselem w powiecie malborskim i zakładem pracy w gdańsku,6
3,2020-08-21,ognisko rodzinne związane z zakładem w gdańsku,2
3,2020-08-21,klubami sportowymi w gdyni i powiecie starogardzkim,5
3,2020-08-21,ognisko wiązane z portową strażą pożarną powiat pucki,2
3,2020-08-21,przedszkolem w gdańsk,3
3,2020-08-21,laboratorium mikrobiologicznym w gdańsku ,5
3,2020-08-21,szpitalem w gdańsku i weselem,4
3,2020-08-21,sędziami piłkarskimi,2
3,2020-08-21,pogrzebem i stypą,6
3,2020-08-21,weselem w powiecie tczewskim,2
3,2020-08-21,schroniskiem dla bezdomnych w gdańsku,2
3,2020-08-20,"ognisko rodzinne w województwie zachodniopomorskim/pomorskim, związane z zakładem pracy",41
3,2020-08-20,udziałem w rejsie big boat party,36
3,2020-08-20,klubem sportowym,25
3,2020-08-20,wopr,16
3,2020-08-20,młodzieżowymi spotkaniami towarzyskimi,12
3,2020-08-20,ośrodkiem sportowym,5
3,2020-08-20,apteką,9
3,2020-08-20,ognisko rodzinne związane ze szpitalem w wejherowie,55
3,2020-08-20,ognisko rodzinne związane z orw jarosławiec i oddziałem rehabilitacyjnym szpitala w tczewie,9
3,2020-08-20,"regionalnym ośrodkiem psychiatrii sądowej, ogółem 22 przypadków zakażenia, powiat starogardzki,",22
3,2020-08-20,2 weselami w powiecie kartuskim i 1 w powiecie wejherowskim oraz zakładem pracy w powiecie kartuskim ,72
3,2020-08-20,weselem,5
3,2020-08-20,ognisko  związane z weselem,23
3,2020-08-20,firmą transportową,16
3,2020-08-20,statkiem i zakładem pracy w gdańsku,18
3,2020-08-20,ognisko w sanatorium w powiecie słupskim,3
3,2020-08-20,ognisko w zakładzie pracy w gdyni,4
3,2020-08-20,zakładem pracy w powiecie tczewskim,2
